SQL.REQUEST;Connects with an external data source and runs a query from a worksheet, then returns the result as an array without the need for macro programming;SQL.REQUEST;Подключается к внешнему источнику данных и выполняет запрос из листа. Результат возвращается в виде массива. Дополнительное программирование не требуется.;;;;
SQRT;Returns a positive square root;КОРЕНЬ;Возвращает положительное значение квадратного корня.;SQRT;;;
SQRTPI;Returns the square root of (number * pi);КОРЕНЬПИ;Возвращает квадратный корень из значения выражения (число * пи).;SQRTPI;;;
STANDARDIZE;Returns a normalized value;НОРМАЛИЗАЦИЯ;Возвращает нормализованное значение.;STANDARDIZE;;;
STDEV;Estimates standard deviation based on a sample;СТАНДОТКЛОН;Оценивает стандартное отклонение по выборке.;;;;
STDEV.P;Calculates standard deviation based on the entire population;СТАНДОТКЛОН.Г;Вычисляет стандартное отклонение по генеральной совокупности.;;;;
STDEV.S;Estimates standard deviation based on a sample;СТАНДОТКЛОН.В;Оценивает стандартное отклонение по выборке.;;;;
STDEVA;Estimates standard deviation based on a sample, including numbers, text, and logical values;СТАНДОТКЛОНА;Оценивает стандартное отклонение по выборке, включая числа, текст и логические значения.;;;;
STDEVP;Calculates standard deviation based on the entire population;СТАНДОТКЛОНП;Вычисляет стандартное отклонение по генеральной совокупности.;;;;
STDEVPA;Calculates standard deviation based on the entire population, including numbers, text, and logical values;СТАНДОТКЛОНПА;Вычисляет стандартное отклонение по генеральной совокупности, включая числа, текст и логические значения.;;;;
STEYX;Returns the standard error of the predicted y-value for each x in the regression;СТОШYX;Возвращает стандартную ошибку предсказанных значений y для каждого значения x в регрессии.;;;;
SUBSTITUTE;Substitutes new text for old text in a text string;ПОДСТАВИТЬ;Заменяет в текстовой строке старый текст новым.;;;;
SUBTOTAL;Returns a subtotal in a list or database;ПРОМЕЖУТОЧНЫЕ.ИТОГИ;Возвращает промежуточный итог в списке или базе данных.;;;;
SUM;Adds its arguments;СУММ;Суммирует аргументы.;SUM;;;
SUMIF;Adds the cells specified by a given criteria;СУММЕСЛИ;Суммирует ячейки, удовлетворяющие заданному условию.;SUMIF;;;
SUMIFS;Adds the cells in a range that meet multiple criteria;СУММЕСЛИМН;Суммирует ячейки в диапазоне, удовлетворяющие нескольким условиям.;;;;
SUMPRODUCT;Returns the sum of the products of corresponding array components;СУММПРОИЗВ;Возвращает сумму произведений соответствующих элементов массивов.;SUMPRODUCT;;;
SUMSQ;Returns the sum of the squares of the arguments;СУММКВ;Возвращает сумму квадратов аргументов.;SUMSQ;;;
SUMX2MY2;Returns the sum of the difference of squares of corresponding values in two arrays;СУММРАЗНКВ;Возвращает сумму разностей квадратов соответствующих значений в двух массивах.;SUMX2MY2;;;
SUMX2PY2;Returns the sum of the sum of squares of corresponding values in two arrays;СУММСУММКВ;Возвращает сумму сумм квадратов соответствующих элементов двух массивов.;SUMX2PY2;;;
SUMXMY2;Returns the sum of squares of differences of corresponding values in two arrays;СУММКВРАЗН;Возвращает сумму квадратов разностей соответствующих значений в двух массивах.;SUMXMY2;;;
SWITCH;Evaluates an expression against a list of values and returns the result corresponding to the first matching value. If there is no match, an optional default value may be returned.;ПЕРЕКЛЮЧ;Сравнивает выражение со списком значений и возвращает результат, соответствующий первому совпадающему значению. Если совпадений не выявлено, может возвращаться указанное значение по умолчанию.;;;;
SYD;Returns the sum-of-years' digits depreciation of an asset for a specified period;АСЧ;Возвращает величину амортизации актива за данный период, рассчитанную методом суммы годовых чисел.;;;;
T;Converts its arguments to text;Т;Преобразует аргументы в текст.;T;;;
T.DIST;Returns the Percentage Points (probability) for the Student t-distribution;СТЬЮДРАСП;Возвращает процентные точки (вероятность) для t-распределения Стьюдента.;T.DIST;;;
T.DIST.2T;Returns the Percentage Points (probability) for the Student t-distribution;СТЬЮДЕНТ.РАСП.2Х;Возвращает процентные точки (вероятность) для t-распределения Стьюдента.;T.DIST.2T;;;
T.DIST.RT;Returns the Student's t-distribution;СТЬЮДЕНТ.РАСП.ПХ;Возвращает t-распределение Стьюдента.;T.DIST.RT;;;
T.INV;Returns the t-value of the Student's t-distribution as a function of the probability and the degrees of freedom;СТЬЮДЕНТ.ОБР;Возвращает значение t для t-распределения Стьюдента как функцию вероятности и степеней свободы.;T.INV;;;
T.INV.2T;Returns the inverse of the Student's t-distribution;СТЬЮДЕНТ.ОБР.2Х;Возвращает обратное t-распределение Стьюдента.;T.INV.2T;;;
T.TEST;Returns the probability associated with a Student's t-test;СТЬЮДЕНТ.ТЕСТ;Возвращает вероятность, соответствующую проверке по критерию Стьюдента.;;;;
TAN;Returns the tangent of a number;TAN;Возвращает тангенс числа.;TAN;;;
TANH;Returns the hyperbolic tangent of a number;TANH;Возвращает гиперболический тангенс числа.;TANH;;;
TBILLEQ;Returns the bond-equivalent yield for a Treasury bill;РАВНОКЧЕК;Возвращает эквивалентный облигации доход по казначейскому векселю.;;;;
TBILLPRICE;Returns the price per $100 face value for a Treasury bill;ЦЕНАКЧЕК;Возвращает цену за 100 рублей номинальной стоимости для казначейского векселя.;;;;
TBILLYIELD;Returns the yield for a Treasury bill;ДОХОДКЧЕК;Возвращает доходность по казначейскому векселю.;;;;
TDIST;Returns the Student's t-distribution;СТЬЮДРАСП;Возвращает t-распределение Стьюдента.;;;;
TEXT;Formats a number and converts it to text;ТЕКСТ;Форматирует число и преобразует его в текст.;TEXT;;;
TEXTJOIN;Combines the text from multiple ranges and/or strings, and includes a delimiter you specify between each text value that will be combined. If the delimiter is an empty text string, this function will effectively concatenate the ranges.;ОБЪЕДИНИТЬ;Объединяет текст из нескольких диапазонов или строк, вставляя между текстовыми значениями указанный разделитель. Если в качестве разделителя используется пустая текстовая строка, функция эффективно объединит диапазоны.;;;;
TIME;Returns the serial number of a particular time;ВРЕМЯ;Возвращает заданное время в числовом формате.;TIME;;;
TIMEVALUE;Converts a time in the form of text to a serial number;ВРЕМЗНАЧ;Преобразует время из текстового формата в числовой.;TIMEVALUE;;;
TINV;Returns the inverse of the Student's t-distribution;СТЬЮДРАСПОБР;Возвращает обратное t-распределение Стьюдента.;;;;
TODAY;Returns the serial number of today's date;СЕГОДНЯ;Возвращает текущую дату в числовом формате.;TODAY;;;
TRANSPOSE;Returns the transpose of an array;ТРАНСП;Возвращает транспонированный массив.;TRANSPOSE;;;
TREND;Returns values along a linear trend;ТЕНДЕНЦИЯ;Возвращает значения в соответствии с линейным трендом.;;;;
TRIM;Removes spaces from text;СЖПРОБЕЛЫ;Удаляет из текста пробелы.;TRIM;;;
TRIMMEAN;Returns the mean of the interior of a data set;УРЕЗСРЕДНЕЕ;Возвращает среднее внутренности множества данных.;;;;
TRUE;Returns the logical value TRUE;ИСТИНА;Возвращает логическое значение ИСТИНА.;TRUE;;;
TRUNC;Truncates a number to an integer;ОТБР;Отбрасывает дробную часть числа.;TRUNC;;;
TTEST;Returns the probability associated with a Student's t-test;ТТЕСТ;Возвращает вероятность, соответствующую проверке по критерию Стьюдента.;;;;
TYPE;Returns a number indicating the data type of a value;ТИП;Возвращает число, обозначающее тип данных значения.;TYPE;;;
UNICHAR;Returns the Unicode character that is references by the given numeric value;ЮНИСИМВ;Возвращает символ Юникод, на который ссылается заданное числовое значение.;UNICHAR;;;
UNICODE;Returns the number (code point) that corresponds to the first character of the text;UNICODE;Возвращает число (кодовую страницу), которая соответствует первому символу текста.;UNICODE;;;
UPPER;Converts text to uppercase;ПРОПИСН;Преобразует все буквы текста в прописные.;UPPER;;;
VALUE;Converts a text argument to a number;ЗНАЧЕН;Преобразует текстовый аргумент в число.;;;;
VAR;Estimates variance based on a sample;ДИСП;Оценивает дисперсию по выборке.;;;;
VAR.P;Calculates variance based on the entire population;ДИСП.Г;Вычисляет дисперсию по генеральной совокупности.;;;;
VAR.S;Estimates variance based on a sample;ДИСП.В;Оценивает дисперсию по выборке.;;;;
VARA;Estimates variance based on a sample, including numbers, text, and logical values;ДИСПА;Оценивает дисперсию по выборке, включая числа, текст и логические значения.;;;;
VARP;Calculates variance based on the entire population;ДИСПР;Вычисляет дисперсию по генеральной совокупности.;;;;
VARPA;Calculates variance based on the entire population, including numbers, text, and logical values;ДИСПРА;Вычисляет дисперсию для генеральной совокупности, включая числа, текст и логические значения.;;;;
VDB;Returns the depreciation of an asset for a specified or partial period by using a declining balance method;ПУО;Возвращает величину амортизации актива для указанного или частичного периода при использовании метода сокращающегося баланса.;;;;
VLOOKUP;Looks in the first column of an array and moves across the row to return the value of a cell;ВПР;Ищет значение в первом столбце массива и возвращает значение из ячейки в найденной строке и указанном столбце.;VLOOKUP;;;
WEBSERVICE;Returns data from a web service;ВЕБСЛУЖБА;Возвращает данные из веб-службы.;WEBSERVICE;;;
WEEKDAY;Converts a serial number to a day of the week;ДЕНЬНЕД;Преобразует дату в числовом формате в день недели.;WEEKDAY;;;
WEEKNUM;Converts a serial number to a number representing where the week falls numerically with a year;НОМНЕДЕЛИ;Преобразует дату в числовом формате в число, которое указывает, на какую неделю года приходится дата.;WEEKNUM;;;
WEIBULL;Returns the Weibull distribution;ВЕЙБУЛЛ;Возвращает распределение Вейбулла.;;;;
WEIBULL.DIST;Returns the Weibull distribution;ВЕЙБУЛЛ.РАСП;Возвращает распределение Вейбулла.;WEIBULL.DIST;;;
WORKDAY;Returns the serial number of the date before or after a specified number of workdays;РАБДЕНЬ;Возвращает дату в числовом формате, отстоящую вперед или назад на заданное количество рабочих дней.;WORKDAY;;;
WORKDAY.INTL;Returns the serial number of the date before or after a specified number of workdays using parameters to indicate which and how many days are weekend days;РАБДЕНЬ.МЕЖД;Возвращает числовое значение даты, предшествующей заданному количеству рабочих дней или следующей за ними, руководствуясь при этом параметрами, указывающими выходные дни и их количество.;WORKDAY.INTL;;;
XIRR;Returns the internal rate of return for a schedule of cash flows that is not necessarily periodic;ЧИСТВНДОХ;Возвращает внутреннюю ставку доходности для графика денежных потоков, не обязательно носящих периодический характер.;;;;
XNPV;Returns the net present value for a schedule of cash flows that is not necessarily periodic;ЧИСТНЗ;Возвращает чистую приведенную стоимость для денежных потоков, не обязательно носящих периодический характер.;;;;
XOR;Returns a logical exclusive OR of all arguments;ИСКЛИЛИ;Возвращает логическое исключающее ИЛИ всех аргументов.;XOR;;;
YEAR;Converts a serial number to a year;ГОД;Преобразует дату в числовом формате в год.;YEAR;;;
YEARFRAC;Returns the year fraction representing the number of whole days between start_date and end_date;ДОЛЯГОДА;Возвращает долю года, которую составляет количество дней между начальной и конечной датами.;YEARFRAC;;;
YIELD;Returns the yield on a security that pays periodic interest;ДОХОД;Возвращает доход по ценным бумагам, по которым производятся периодические выплаты процентов.;;;;
YIELDDISC;"Returns the annual yield for a discounted security; for example, a Treasury bill";ДОХОДСКИДКА;Возвращает годовой доход по ценным бумагам, на которые сделана скидка (например, по казначейским векселям).;;;;
YIELDMAT;Returns the annual yield of a security that pays interest at maturity;ДОХОДПОГАШ;Возвращает годовую доходность ценных бумаг, по которым процент выплачивается в строк погашения.;;;;
Z.TEST;Returns the one-tailed probability-value of a z-test;Z.ТЕСТ;Возвращает одностороннее значение вероятности z-теста.;;;;
ZTEST;Returns the one-tailed probability-value of a z-test;ZТЕСТ;Возвращает одностороннее P-значение z-теста.;;;;
